Address,ID(Google),Name,Price_Level(Google),Rating(Google),Zip
"2350 IH 35 N, Round Rock, TX 78681, USA",d987166a9de58bdad0bdb5224768befef7886a17,Cracker Barrel Old Country Store,2.0,4.3,78681
"10 Chisholm Trail, Round Rock, TX 78681, USA",2d0bbf5aca63ab52e232fcd6d7cd9cf867f46f82,Maison Cuit Bakery,,5.0,78681
"208 W 4th St, Austin, TX 78701, USA",6297659079f769760dbe55ad676c44fd2c4f5a4c,Péché,,4.5,78701
"88 1/2 Rainey St, Austin, TX 78701, USA",b6b67516fe35e735ba67bd8537b9dbab51b10cfd,L'estelle House,,4.5,78701
"200 San Jacinto Blvd A, Austin, TX 78701, USA",9a48a73ea45302d15fff6e039dabc100867517d7,Le Café Crêpe,1.0,4.3,78701
"504 Trinity St, Austin, TX 78701, USA",55559b322cab8a2eec450c2c31d69c83a053d211,Old Pecan Street Cafe,,4.2,78701
"1207 S 1st St, Austin, TX 78704, USA",7ec20c2b0b06aefc84c4918baff9699273280dc2,Saperlipopette! (French Crepes),,5.0,78704
"2900 Rio Grande St, Austin, TX 78705, USA",a6ceb0c9f5ab9295b1effc98431c98e5dc54b529,Texas French Bread,2.0,4.3,78705
"101-153 W 3rd St, Austin, TX 78701, USA",f3d572f8f1e31169a9b725c13a6ef9a5f73709ab,French Food trailer,,,78701
"509 Hearn St, Austin, TX 78703, USA",543c7c7714b982c9933ba52bdaf265077870f3e8,Fabi + Rosi,2.0,4.7,78703
"2304 Lake Austin Blvd, Austin, TX 78703, USA",e20cd08b659050cfe07943b4792422483730c3e3,Magnolia Cafe,2.0,4.3,78703
"1000 W Lynn St, Austin, TX 78703, USA",62b83987eb0f7dd7b728188a2998d7b11db72cbd,Galaxy Cafe,1.0,4.3,78703
"2608 W 7th St, Austin, TX 78703, USA",5cbbcd9851f7021c65f23e10800f07d4e91e6d1a,Maudie's Cafe,2.0,4.0,78703
"107 E Hopkins St, San Marcos, TX 78666, USA",fdebd0d7c904ee7d685473aa4049887db446e9a4,Blue Dahlia Bistro,,4.6,78666
"1213 W Lynn St, Austin, TX 78703, USA",9127aa83a1083fa33cb3bffc8301ad0e5fb5466a,Cipollina,2.0,4.2,78703
"1014 N Lamar Blvd, Austin, TX 78703, USA",7f1ae4798e54595a4dd1cc20e9c5baa1a544b1eb,Wink,3.0,4.3,78703
"1204 W Lynn St, Austin, TX 78703, USA",c788965846671011efb94c299626b90e2b1ba256,Jeffrey's,3.0,4.3,78703
"1200 W 6th St, Austin, TX 78703, USA",d3fa84be5e4f1aac69ff4da1019f759731492549,Café Josie,3.0,4.4,78703
"1503 W 35th St, Austin, TX 78703, USA",f7792ad624498e68ff649fd5c1d21d48c72b5c5a,Tiny Boxwoods Austin,2.0,4.4,78703
"600 N Lamar Blvd, Austin, TX 78703, USA",f437bc994aebf94277cab3ca0c57c50dec90c632,24 Diner,2.0,4.3,78703
"1611 W 5th St #175, Austin, TX 78703, USA",010590c588869cddaf189d8b943e4965ff94b2b3,Lucky's Puccias,1.0,4.7,78703
"3411 Glenview Ave, Austin, TX 78703, USA",b52b01a26371565dd3c1b6471bd75e9d0018fda0,Olive & June,,4.3,78703
"1110 W 6th St, Austin, TX 78703, USA",34ff2538385f0def97a86cf4f1d8643dc5b9fac2,Z'Tejas,,4.0,78703
"2323 S Lamar Blvd, Austin, TX 78704, USA",eb14e56ee854f8b28f6e9cde4ca7ebe1d1d43a65,French Tex Cuisine,,3.8,78704
"1501 S 1st St, Austin, TX 78704, USA",e6f8fc91656eeded19fd8c052ea5b527a7737b30,Elizabeth Street Cafe,3.0,4.2,78704
"1600 S Congress Ave, Austin, TX 78704, USA",016072d455aa671066ace4bc6c5e393de65db5dc,South Congress Cafe,,4.4,78704
"1100 S Lamar Blvd #2140, Austin, TX 78704, USA",73ff6bf18351136abad9fb902adebd4d5fbf1804,VOX Table,3.0,4.5,78704
"5493 Brodie Ln, Austin, TX 78745, USA",71218a103aa3e465cc6cdc8ff04eeaf53bcfd235,la Madeleine French Bakery & Café,,4.2,78745
"2307 Hancock Dr, Austin, TX 78756, USA",da676b2216c6e1d0cbe7477520bec371c94d9137,epicerie,2.0,4.3,78756
"1201 Barbara Jordan Blvd., Building 11, Austin, TX 78723, United States",df5bd024db491645f4f55874cdda08398ab07290,la Madeleine French Bakery & Café,,4.2,78723
"404 S Lamar Blvd, Austin, TX 78704, USA",ed2a4dd43f29c741bfdc2a1e32dedd15495bdf44,P. Terry's Burger Stand,1.0,4.3,78704
"3003 S Lamar Blvd, Austin, TX 78704, USA",e09c8023e82ff64dea088ae4c41a3939afb218b2,Kerbey Lane Cafe,1.0,4.3,78704
"7913 Finch Trail, Austin, TX 78745, USA",18b52159f7f8ddb78a0b399c1168d4de77713fb9,French Tex Cuisine,,,78745
"4206 Duval St, Austin, TX 78751, USA",3cc4658d8ffe74b4a0a248b093638a76562af64f,Hyde Park Bar & Grill,,4.2,78751
"1807 S 1st St, Austin, TX 78704, USA",2d9378243bcd8f72266c787a24c1a6c14a78c4a0,LENOIR,4.0,4.5,78704
"1500 Barton Springs Rd, Austin, TX 78704, USA",03f0c8d509e440f1240bf813702967d6eeebcaf0,Juliet Italian Kitchen,3.0,4.3,78704
"4308 Manchaca Rd, Austin, TX 78704, USA",959f33c3019a16d4225ebfa166d6bae400cf55fd,Dan's Hamburgers,1.0,4.6,78704
"515 Congress Ave #130, Austin, TX 78701, USA",a4a2966c7298bb435826a644accacf99d7bce563,P. Terry's Burger Stand,,4.4,78701
"1800 E Oltorf St, Austin, TX 78741, USA",3e3b156e3046c249369b668216a0b2155d7f5eeb,P. Terry's Burger Stand,,4.4,78741
"2043 S Lamar Blvd, Austin, TX 78704, USA",6bcd0b61da13b41421b011c0bd0c098ac8c6ba1e,Lucy's on the Fly,1.0,4.1,78704
"301 W Riverside Dr, Austin, TX 78704, USA",e026cc49b1e6cec3645fe882eabee97c437f4c96,Threadgill's,2.0,3.7,78704
"2218 College Ave, Austin, TX 78704, USA",1de0d3e2f104f68ebd129f7681080988a708e8d8,Lucy's Fried Chicken,2.0,4.3,78704
"1603 S Congress Ave, Austin, TX 78704, USA",36d503cfba90a0580b639dce0cb2fb11ed90badc,Café No Sé,2.0,4.1,78704
"3421 W William Cannon Dr #127, Austin, TX 78745, USA",fd7505df944d5ba60e93223988d9672cd0ea4763,Cafe Malta,2.0,4.3,78745
"5406 Balcones Dr, Austin, TX 78731, USA",54b382863647e1b30d4857d0bfef6f75c2e492a1,Chez Zee American Bistro,3.0,4.2,78731
"1722 S Congress Ave, Austin, TX 78704, USA",27fe3bd2db86c84228e2f78e4b59d6b83d31fde3,June's,2.0,4.4,78704
"801 South Lamar￼ ￼Boulevard, Austin, TX 78704, USA",d406336bcb87fa68ff9203fcda2821759b1ead61,Uchi,3.0,4.6,78704
"2201 College Ave, Austin, TX 78704, USA",08e9dee5b7af60317928b1dfa3da6c70d72f4a7f,Vinaigrette,2.0,4.4,78704
"1603 S Congress Ave, Austin, TX 78704, USA",17111c784f3abbab871744b8f34d13361520a351,Central Standard,3.0,4.2,78704
"3303 N Lamar Blvd, Austin, TX 78705, USA",bd3ab02e1985232fae1d969ca43f463acd3215fe,P. Terry's Burger Stand,1.0,4.4,78705
"4228 W William Cannon Dr, Austin, TX 78749, USA",4435f1fdc9788e31ae7c1b765c9d45194052fabb,P. Terry's Burger Stand,1.0,4.4,78749
"1920 S Congress Ave, Austin, TX 78704, USA",576903b6cd5a750bc5d5547b91783798758924fd,Magnolia Cafe,1.0,4.3,78704
"615 S. Lamar, Austin, TX 78704, USA",463527e304c033e9a1bd710473bbe8ee50f8c759,Eberly,2.0,4.4,78704
"1716 S Congress Ave, Austin, TX 78704, USA",ef7161b203bf45531aad4c3ba3cf6c0ad1aa0f32,Auguste & Marcel Wine Bar,1.0,4.3,78704
"3300 Bee Caves Rd, Austin, TX 78746, USA",283fd5caa79ad69a787d7559a82cfb26de0efc1f,Jason's Deli,,4.3,78746
"2901 S Lamar Blvd, Austin, TX 78704, USA",733e212ff8525171985950bec52fb33043af144d,Phil's Icehouse,1.0,4.4,78704
"1624 Barton Springs Rd, Austin, TX 78704, USA",932f4861c796c7c8b7dce62e82cd3414441507b3,Shady Grove,1.0,4.1,78704
"1610 S Congress Ave, Austin, TX 78704, USA",817b8afbef0592346b4bbb72a41f55d9666f1470,Vespaio,3.0,4.5,78704
"1500 S Lamar Blvd #150, Austin, TX 78704, USA",ad765ee74b48b34dfb98cc34d91d0356835ad251,Barlata,3.0,4.3,78704
"12613 Galleria Pkwy, Bee Cave, TX 78738, USA",d3a09429e9ef88ebbb677de409cbe0cb3e4553fe,Mimi's Cafe,2.0,3.6,78738
"1601 W 38th St Ste. 1, Austin, TX 78731, USA",4c4b70b08ee54e6a51f51eba1bbd6f7b3b652f46,Russell's Bistro,,4.4,78731
"4101 Guadalupe St, Austin, TX 78751, USA",5274f4fbef362721a865aa1c973ba202889f5a08,New World Deli,,4.4,78751
"201 E 24th St, Austin, TX 78712, USA",a7962441dba3625a2a2d4e22698fc37331d3fe1e,O's Campus Cafe,2.0,3.8,78712
"3600 Presidential Blvd, Austin, TX 78719, USA",f40674f73f6cfda9cca1443c4febb98809298e8f,Salt Lick,2.0,4.0,78719
"4140 E 12th St, Austin, TX 78721, USA",8b83f519d865b54f13b24a70b94f0beb5075be7d,Country Boyz Fixins LLC,1.0,4.5,78721
"3210 E Martin Luther King Jr Blvd, Austin, TX 78721, USA",b891b5326b9aaef3f1ab2202fe3440ab96c9966b,Whataburger,1.0,3.8,78721
"1917 Manor Rd, Austin, TX 78722, USA",481d9d4e930ced6b81493046f56b17eb6147adbb,Salty Sow,3.0,4.6,78722
"2113 Manor Rd, Austin, TX 78722, USA",630cefe4a025c7fc3f2e613e89d5b90a09fcbdb9,Eastside Café,2.0,4.4,78722
"2201 Manor Rd, Austin, TX 78722, USA",7d10111b984312df90d9d490313855bfbca6c7de,Mi Madre's Restaurant,2.0,4.2,78722
"2310 Manor Rd, Austin, TX 78722, USA",c8fef636363bfef6f1317eb2e46a7191224119b7,Haymaker,1.0,4.2,78722
"4005 W Parmer Ln, Austin, TX 78727, USA",53285606fdc38d2101f027e8d3c6289786565993,Silver Grill Cafe,2.0,3.7,78727
"12709 N Mopac Expy, Austin, TX 78727, USA",23dff7b7220116ac9f7d60bf19b727ddcc01e211,Opal Divine's Marina,2.0,4.1,78727
"12221 Riata Trace Pkwy, Austin, TX 78727, USA",ce613408e88adedae6e885a72bf0b7a5d4eac20c,Minh's Cafe,2.0,3.9,78727
"2121 W Parmer Ln, Austin, TX 78727, USA",1e719b2db1daa03698f2eedce0d3277168d119f6,Pok-E-Jo's Smokehouse Inc,,4.3,78727
"4101 W Parmer Ln, Austin, TX 78727, USA",8b51703228c1e45143dc884c91b48ca1fb19ec28,Tomodachi Sushi,2.0,4.5,78727
"2121 W Parmer Ln Suite 114, Austin, TX 78727, USA",23ae2435b4006a0ad7922807eaa2884e4bb0c9b7,Chutney,1.0,3.7,78727
"6001 W Parmer Ln #440, Austin, TX 78727, USA",5931bb90aea37299b60fb2e7d79f9f79314336a2,Cajun Pizza Place,2.0,4.3,78727
"4101 W Parmer Ln F, Austin, TX 78727, USA",c780b6e883d1f82679f654c8bc5c454e1b84075c,Thai Cuisine,2.0,4.4,78727
"1701 W Parmer Ln #104, Austin, TX 78727, USA",fa3167f810d37172e00942409fed775b08acbb81,Wingstop,1.0,3.5,78727
"14735 Bratton Ln, Austin, TX 78728, USA",6436bf88fc44b712be3ef0fd5c38844c1b6ca8c1,Garbo's,1.0,4.3,78728
"14735 Bratton Ln, Austin, TX 78728, USA",4a6390f25341ab7f6eb7f6304cb131b342956d52,Four Seasons Chinese Restaurant,2.0,3.8,78728
"1779 Wells Branch Pkwy #102, Austin, TX 78728, USA",098d9ba02db6f68a24d51bb7bb311df1a263536a,Godavari,,3.9,78728
"14310 N Ih 35, Austin, TX 78728, USA",d958ccadd7665b544cb6cabfa3ccff9ec68b3577,IHOP,1.0,3.7,78728
"14611 MoPac Expy # 103, Austin, TX 78728, USA",b2b3077014d00f2e2cf6ca7be2ea0ca6ec1a10e9,Ramos Restaurant III,1.0,4.5,78728
"13609 North I-35 Bldg 5, Austin, TX 78753, United States",0e7b390731a2e1f8a3737a8b5962c0c7af7532c9,Arby's,1.0,4.0,78753
"1637 Wells Branch Pkwy, Austin, TX 78728, USA",856879ea0dddbff6432e422a84ef7ca7c5417b50,Sonic Drive-In,1.0,3.4,78728
"8863 Anderson Mill Rd, Austin, TX 78729, USA",32c3b2e855cd6c6eaa734a123d91605f22069a6d,Shandeez Grill,2.0,4.2,78729
"13201 Pond Springs Rd, Austin, TX 78729, USA",35088c2f5bde6770eeca24c42bdb8ce9814193dc,Texas Wings & Grill,,4.1,78729
"3407 Greystone Dr, Austin, TX 78731, USA",9d64be01b91f73c8eca5c26bea3a3bff79404ffb,Chinatown,2.0,4.0,78731
"3435 Greystone Dr, Austin, TX 78731, USA",bc3d6a1ea1b6673035729f18ee716fe9a64ebd49,Austin Terrier,2.0,4.3,78731
"8012 Mesa Dr, Austin, TX 78731, USA",23fe6b89c62d082779304161532f883009ace1e9,Mangia Pizza,2.0,4.0,78731
"6203 N Capital of Texas Hwy, Austin, TX 78731, USA",7bb4ef3c571e0f971561ffab5035c2c386ac4976,Siena Restaurant,2.0,4.1,78731
"3616 Far West Blvd #113, Austin, TX 78731, USA",f15c5258488a4be4cf6fd3bdbc6a1076d712a2c2,Saffron,2.0,4.3,78731
"6550 Comanche Trail, Austin, TX 78732, USA",e465307a2d62e2e268290a1f272d6b1472981594,The Oasis on Lake Travis,2.0,3.9,78732
"205 N Commons Ford Rd #2, Austin, TX 78733, USA",c09ccde3e39b2be3a2c34c9e71e2cd8d90261833,Ronnie's Real Food Bistro,,4.7,78733
"1803 Cuernavaca Dr N, Austin, TX 78733, USA",54a75b1d2869b6cb90a7c3ad1023baa53539885a,M&H Music Cafe,,5.0,78733
"suite C108, 900 RR 620 S, Austin, TX 78738, United States",80b11f42b1ed5019a2bc09894fd7390ab508f4d2,Artisan Bistro,2.0,4.5,78738
"701 S Capital of Texas Hwy g, West Lake Hills, TX 78746, USA",6c00fe4300ac324b0af08c00c2b531b125ff299d,la Madeleine French Bakery & Café,2.0,4.1,78746
"Austin, TX 78735, USA",9e9f323cc4ea022f344a4dac644b7683b30a9f71,Jim's,2.0,4.2,78735
"7720 TX-71, Austin, TX 78735, USA",987448870b1321e83c201d092556ab3329af624a,Jack Allen's Kitchen Oak Hill,2.0,4.6,78735
"5010 W US Hwy 290 Service Rd, Austin, TX 78735, USA",ca9404c0319cca3eca8f744a9c8a722a48852ba1,Applebee’s Grill + Bar,2.0,3.7,78735
"7101 TX-71 C13, Austin, TX 78735, USA",fc32d025aeb09d3d3248f78ed757921501fb430d,Eurasia Sushi Bar & Seafood,2.0,4.5,78735
"4601 Southwest Pkwy, Austin, TX 78735, USA",65dcc71599187d02d071889312fcdcf5bde39373,Milano Cafe,2.0,4.3,78735
"9521 US-290 #100, Austin, TX 78737, USA",38ee230c09bfcc8149c70f2839e59a4bf2c93879,"Lox, Box & Barrel",1.0,4.5,78737
"13059 Four Star Blvd, Austin, TX 78737, USA",dfe5f97c74e8fe13adefebfeaea7552caf61227e,Trudy's Four Star,2.0,3.7,78737
"12005 US-290, Austin, TX 78737, USA",62d69128ef439b5c4b1db54aa91c21987350d564,Pieous,1.0,4.7,78737
"13542 W Hwy 290, Austin, TX 78737, USA",2e8dd25fe49c1833b13b60401bed7c01da93f02a,Burger King,1.0,3.1,78737
"3107, 13614 TX-71, Austin, TX 78738, United States",e629ac785814f961f7aa34a91cf935870f4d363e,The Emerald Restaurant,3.0,4.4,78738
"3311 Ranch Rd 620 S, Austin, TX 78738, USA",46f3c33ae255467655804c61c7af93145f522bc1,P. Terry's Burger Stand,1.0,4.4,78738
"12800 Hill Country Blvd. Suite G-115, Bee Cave, TX 78738, United States",fcd18068ed57d0341f64162d14dd095ca23310ff,Cafe Blue at Hill Country Galleria,2.0,4.1,78738
"12815 Shops Pkwy #400, Bee Cave, TX 78738, USA",1375db4b04835cd9c5e3e88532bc981f0e31f145,Mandola's Italian,2.0,4.3,78738
"12717 Shops Pkwy #100, Austin, TX 78738, USA",7fa730e26931364b7f6ed09f7a1f2af441b0f8ab,Plate By Dzintra,,4.7,78738
"7701 Broadway St # 20, San Antonio, TX 78209, USA",e1324b2b4cc3acaa8984a51ed8414f7a2b676957,Frederick's Restaurant,3.0,4.4,78209
"14439 NW Military Hwy #100, San Antonio, TX 78231, USA",24cb3190d188c483fafb3b67a23bda1931783579,Frederick's Bistro,3.0,4.2,78231
"4415 S IH 35 Frontage Rd, Austin, TX 78744, USA",11f5619d001395ccabd5c53f46b258e87a401b76,The Limestone Kitchen Restaurant & Lounge,,3.2,78744
"7709 E Ben White Blvd, Austin, TX 78744, USA",2bfb6e102610f54aead3b89fb344fe69960edcda,Javi's Best Of Tex Mex,,4.2,78744
"4140 Governors Row, Austin, TX 78744, USA",9751df9330a4122d18d5b499bfbd0feb349c5107,Onion Creek Grill,,4.2,78744
"8801 S IH 35 Frontage Rd, Austin, TX 78744, USA",9be0441992c4ce23a4fe4bea70bcf8f654d2d61c,IHOP,1.0,3.5,78744
"6315 S IH 35 Frontage Rd, Austin, TX 78744, USA",58bdc9142d686a4dd4baee079a8a6c3eae23e335,Applebee’s Grill + Bar,2.0,3.4,78744
"2406 S Hwy 183, Austin, TX 78744, USA",87654ea89e11fe689f1aba6d2d13e102fccf0520,AGAZAJO'S,,4.2,78744
"4612 Burleson Rd, Austin, TX 78744, USA",6753819608ad7b02b69c569944abe4e9878031b8,Bella Donna Subs,,4.6,78744
"5310 S Pleasant Valley Rd, Austin, TX 78744, USA",04ab93dc8810340d29f05039e461c7d7b620f601,La Placita,,4.2,78744
"1931 E Ben White Blvd #300, Austin, TX 78741, USA",b9eb17dab1edbc2b1a046a224789b1330e44554c,Asia,2.0,3.8,78741
"6422 US-183, Austin, TX 78744, USA",4fbfb8f90c70aca182c63e15881f564c2de8b97c,SUBWAY®Restaurants,1.0,3.8,78744
"8801 S IH 35 Frontage Rd, Austin, TX 78744, USA",17522651dcf2bcf905d04244da94d5469ae6dfb8,Don Dario's Cantina,,4.0,78744
"500 W William Cannon Dr Ste 422, Austin, TX 78745, USA",fe54b2448c239050c548a0b546ebed23639046e6,Wingstop,1.0,3.9,78745
"9811 S IH 35 Frontage Rd, Austin, TX 78744, USA",b5083868e5c26cf81cf0374a08071553f76a343a,Chuck E. Cheese's,1.0,3.9,78744
"2043 S Lamar Blvd, Austin, TX 78704, USA",dfd3648b54da195df2e26fc405b33a601fa1b8e9,Olivia,3.0,3.9,78704
"4301 W William Cannon Dr, Austin, TX 78749, USA",3033b648b855e91e4d07489239f15bbb3921fa20,Kerbey Lane Cafe,1.0,4.3,78749
"5701 W Slaughter Ln D, Austin, TX 78749, USA",fb33090c1984bf02e8de1b2276a21bc94050a112,North by Northwest Restaurant & Brewery - Slaughter,,4.2,78749
"4404 W William Cannon Dr, Austin, TX 78749, USA",c148c2ac30d1d3defdf6447ed2860cca66370fb8,Cypress Grill,2.0,4.5,78749
"4301 W William Cannon Dr, Austin, TX 78749, USA",f14e5d754c47399635bfa56310d2eeeee33b5e27,Chuy's,,4.4,78749
"6001 W William Cannon Dr # 301, Austin, TX 78749, USA",5cd3f438aef14347555c0c01037291d2f881d40a,Hecho En Mexico,2.0,4.4,78749
"4625 W William Cannon Dr, Austin, TX 78749, USA",bcda2b1e288cc7be84b8f0c1a9a36afbca9b250d,Flores Mexican Restaurant,,4.2,78749
"4301 W. William Cannon Dr., Bldg. D, Austin, TX 78749, United States",8e05bd70a2a45f73242fc8b9b17b941d1ceb2069,Cheddar's Scratch Kitchen,2.0,3.9,78749
"4625 W William Cannon Dr, Austin, TX 78749, USA",6c58f00f2600ec28932cff4dac7842aac27b8c83,Panera Bread,1.0,4.0,78749
"5900 W Slaughter Ln D, Austin, TX 78749, USA",5df2e38fc686822cca79459f2679ff6c2d40f6c0,District Kitchen + Cocktails,,4.3,78749
"5900 W Slaughter Ln #400, Austin, TX 78749, USA",936abb90a6e13aeeb0c1c15626dcd4a559419137,Satellite...Eat. Drink. Orbit.,,4.1,78749
"2408 W Anderson Ln, Austin, TX 78757, USA",4928590da0a20a09b47edf7116d35003d349536a,Bartlett's,2.0,4.3,78757
"2900 W Anderson Ln, Austin, TX 78757, USA",f46445912f2a168e895de12d5e9f04880664d36d,San Francisco Bakery & Café,2.0,4.4,78757
"8515 Burnet Rd, Austin, TX 78757, USA",dada3e3821879ff8badd7846a65ef8b7ed014e5f,P. Terry's Burger Stand,,4.4,78757
"2525 W Anderson Ln #130, Austin, TX 78757, USA",7146fd5cc7cc902e470f4ccec35bab914bc04bbd,McAlister's Deli,2.0,3.7,78757
"6801 Burnet Rd, Austin, TX 78757, USA",74d41446b8ee42daedb7269a22c2c0db2df5a9dc,The Frisco Shop,2.0,4.2,78757
"7525 Burnet Rd, Austin, TX 78757, USA",1c5762a85e4c5073a0b2796e411daa68481823ac,Top Notch Hamburgers,1.0,4.4,78757
"2700 W Anderson Ln #202, Austin, TX 78757, USA",07ba9be564477161b8029c9ce591427d273adeac,COVER 3 Anderson Lane,2.0,4.1,78757
"7310 Burnet Rd, Austin, TX 78757, USA",23a9839b0e1b31ba5279a78175f495896fdc13bf,Ichiban Restaurant,3.0,4.5,78757
