Address,ID(Google),Name,Price_Level(Google),Rating(Google),Zip
"2809 S 1st St, Austin, TX 78704, USA",e240059ca7156f2842a541e4e98d9bc9c1047cb7,Torchy's Tacos,1.0,4.5,78704
"5000 W Slaughter Ln, Austin, TX 78749, USA",25686fb5a0f440ed9184eab6445af745fef5f2ed,Taco Bueno,1.0,3.9,78749
"2803 S Lamar Blvd, Austin, TX 78704, USA",aa54b5be00d522eeb927155b244dc1f4ac340c93,Papalote Taco House,1.0,4.5,78704
"12506 Shops Pkwy, Austin, TX 78738, USA",0919e5b08fe4baebc306d4a1ffef4c173d5b9753,Maudie's Hill Country,2.0,3.9,78738
"502 W William Cannon Dr, Austin, TX 78745, USA",533454dd71e8bc858651267e42f5b32e1ed42207,Taco Bell,1.0,3.1,78745
"11500 Manchaca Rd, Austin, TX 78745, USA",ba1f5a46e9a7d81edbde42d1c24a5e7ab166124f,Valentina's Tex Mex BBQ,1.0,4.7,78745
"2117 W Ben White Blvd, Austin, TX 78704, USA",1026f1e8f4fdb28a4ed19578a39b1c50487c0c16,Taco Cabana,1.0,3.5,78704
"6430 S IH 35 Frontage Rd, Austin, TX 78745, USA",7c34076ba5a83536cebb91981448c19dab7e84a6,Taco Cabana,1.0,3.5,78745
"6511 S IH 35 Frontage Rd, Austin, TX 78744, USA",cfb7797f04330629544c0a6eddabda2e23f88e3d,Taco Bell,1.0,3.4,78744
"1311 S 1st St, Austin, TX 78704, USA",3877209567fb381f47f38b914bfe6aaf5ebbcb49,Torchy's Tacos,1.0,4.6,78704
"11940 Manchaca Rd, Austin, TX 78748, USA",23313d4a89464c5e2f9241e4936230da1c91813d,Texican Cafe - Manchaca,2.0,4.2,78748
"1500 Spyglass Dr, Austin, TX 78746, USA",ba980e571ec98744ea99ee3889a13004bb9e44fd,Tacodeli,1.0,4.6,78746
"3421 W William Cannon Dr, Austin, TX 78745, USA",e0db6923a7a7a0689db06d0887597664b7f9bc40,Taco Bell,1.0,3.1,78745
"402 Brazos St, Austin, TX 78701, USA",b782d0c20d51ddfba0dcbcc30c563a6f7183499d,Taco Shack,1.0,3.7,78701
"Building A., Unit #100, 6611 S MoPac Expy, Austin, TX 78749, United States",5f4bfe2a2fb492585b5f5da0da53512709821f97,Taco Cabana,1.0,3.0,78749
"1822 S Congress Ave, Austin, TX 78704, USA",276fea78ec169bd56156bf58d92dd18b3b79178f,Torchy's Tacos,,4.5,78704
"20445 N Interstate 35 Frontage Rd, Kyle, TX 78640, USA",fb8e404c0a51107d4e7d68dc44f8e7530116d216,Taco Cabana,1.0,2.4,78640
"3005 S Lamar Blvd, Austin, TX 78704, USA",f8c4e24524d9c5ffceb359a5f75dbc49d403ee3c,Torchy's Tacos,1.0,4.5,78704
"4301 W. William Cannon Dr, G-400, Austin, TX 78749, United States",ab3dde3cc3aa1cbfbfffd57a9b97bde129d629c8,Torchy's Tacos,1.0,4.4,78749
"701 South Capital of Texas Highway #e590, Austin, TX 78746, United States",d3856d91f2eebd1dbd891205f381b48b3278acbf,Tacodeli,1.0,4.5,78746
"4200 N Lamar Blvd, Austin, TX 78756, USA",fed87216a48761907c02d0d88ac9d78924ea267c,Tacodeli,1.0,4.6,78756
"2801 Guadalupe St, St 5-b, Austin, TX 78705, United States",26a94f51b9a606d570a1702904ae1fd9cbd23f21,Torchy's Tacos,1.0,4.4,78705
"2529 S Lamar Blvd, Austin, TX 78704, USA",c4c4d61c9ffd7c6a10f3f400a2c92bb385db4465,Maria's Taco Xpress,1.0,4.2,78704
"1412 S Congress Ave, Austin, TX 78704, USA",2ef50c890ebf9d82ba6e15b2c617caf2c6668029,Güero's,2.0,3.9,78704
"2308 E Riverside Dr, Austin, TX 78741, USA",b07c2328a7f4fa6f4277f6fb7306de813c8c5ed9,Taco Bell,1.0,3.7,78741
"2507 E Riverside Dr, Austin, TX 78741, USA",e3525494e36f4ae58a869b63ef2d58ad9c9558a3,Taco Cabana,1.0,3.0,78741
"4002 N Lamar Blvd, Austin, TX 78756, USA",6e3215fd77d45e486af0b0f7d24ad90fa0fdb9c9,Taco Shack,1.0,3.8,78756
"4412 Medical Pkwy, Austin, TX 78756, USA",7e522b4d252ea90c148124cd9134fddbac79c441,Taco Shack,1.0,3.8,78756
"1701 W Ben White Blvd, Austin, TX 78704, USA",cc532867926fa858ef9e0925b1cb82443aa9fa0c,Taco Bell,1.0,2.8,78704
"20347 S IH 35 Frontage Rd, Kyle, TX 78640, USA",888b3e195ba30193adff449c33f915c64d845a3f,Taco Bell,1.0,3.3,78640
"201 E Oltorf St, Austin, TX 78704, USA",e291a676724da9f53b5c8bac6b9d743a160fd90f,Taco Bell,1.0,3.5,78704
"3201 Bee Caves Rd Ste 180, Austin, TX 78746, USA",a0a9664727a150661d781743ce08148ae18b0f8d,Taco Bell,1.0,3.4,78746
"1925 Airport Blvd, Austin, TX 78722, USA",26a2bbbdab8c7dce5887a307e1e2e042e23bda74,Taco Bell,1.0,3.5,78722
"1801 E. 51st St, Bldg D, Austin, TX 78723, United States",bd7893c9aaecb948c8a12bb5fbbed858d6f682eb,Torchy's Tacos,1.0,4.5,78723
"3632 S Congress Ave, Austin, TX 78704, USA",ab9bdcd4f5d35546b5544971d764f3fd947921c5,Papalote Taco House,,4.5,78704
"3901 Spicewood Springs Rd, Austin, TX 78759, USA",43d9228a4ac9bacd9a7c55e9a71b70a063e2d2fa,Taco Shack,1.0,4.2,78759
"5604 Cameron Rd, Austin, TX 78723, USA",df5248b22c0d791a7827bcad21dd8847bad880bc,Taco Bell,1.0,3.2,78723
"509 W Slaughter Ln, Austin, TX 78748, USA",35380d7c06eead3c34b1f07edc72927f472c1802,Rosa's Cafe,,4.1,78748
"1503 S 1st St, Austin, TX 78704, USA",f4adb623edff30d8a5e8358b2a03335c2b68593b,Mellizoz Tacos,1.0,4.2,78704
"7010 Easy Wind Dr #100, Austin, TX 78752, USA",ff61ffe966497f81f0c0d0d8bec04d330e9a5fa9,Fuzzy's Taco Shop,,4.0,78752
"7793 Burnet Rd, Austin, TX 78757, USA",f0696fcbd0650acf39541ea7f3c832b726cee29d,Taco Bell,1.0,3.3,78757
"4619 S Congress Ave, Austin, TX 78745, USA",e127eafee8ceba580503fdb3bc43744b9e3f0836,San Juanita's Tacos,,4.3,78745
"1016 E Anderson Ln, Austin, TX 78752, USA",8b4f88df0bd56c027412c57bf8db909930e6dd15,Taco Bell,1.0,3.6,78752
"12439 Metric Blvd, Austin, TX 78758, USA",2e31254e2ccdf2a84908ff2ba8b9895f6011b815,Taco Shack,1.0,3.7,78758
"12001 Burnet Rd, Austin, TX 78758, USA",6186933e90e5b87787833cb5fcf00a70cb63254c,Tacodeli,1.0,4.6,78758
"104 E Highway 290, Dripping Springs, TX 78620, United States",0ecaaec784ace985d5c951614def121a424594fc,Taco Bell,1.0,3.2,78620
"Little Woodrow's, 520 W 6th St, Austin, TX 78701, USA",81cd894609830b6584d6b7932ae769d79e489ec9,OneTaco,2.0,4.2,78701
"7301 Burnet Rd, Austin, TX 78757, USA",8380abf79073bfe827d25853072157a36454d96e,Tacodeli,1.0,4.6,78757
"11032 E US Hwy 290, Unit 300, Manor, TX 78653, United States",4ee2a906cb3ca61e54b37c0507d549d0f588ae43,Taco Bell,1.0,3.1,78653
"116 E Parsons St, Manor, TX 78653, USA",3955dd2f2174c649a392092698d3895083589f80,Ramos Restaurant,2.0,3.8,78653
"10814 US-290, Manor, TX 78653, USA",bf2e425d6cf7ea8b6f9cbdd0708cfa040f2748bd,Loco Taco,,5.0,78653
"Manor, TX 78653, USA",c4491777e8296628a1250a4553117427281e22cc,Taqueria Huentitan Mexican Fd,,3.1,78653
"Manor, TX 78653, USA",6a6f4bf838bc8286e8ae96d7c20752f20fc25f5b,Adreland's Tacos,,5.0,78653
"13600 FM973 Suite 300, Manor, TX 78653, USA",e1038667d7b77dbb12a392dd318be6385d612523,Taqueria Krystal,,4.3,78653
"14605 FM 973 N, Manor, TX 78653, United States",c15567b61c1cf3c14258d2de1f4363b6c534c05c,Good Luck Grill,2.0,4.5,78653
"11007 US-290, Manor, TX 78653, USA",26ebc2bd44ec1240b6918102512a3bce10270549,La Plaza Mexican Restaurant,2.0,3.1,78653
"104 N Railroad Ave, Pflugerville, TX 78660, USA",001794d02ed13365eeeb999211c08d1b1c6c2d5f,Pflugerville Taco House,,4.6,78660
"1605 W Pecan St, Pflugerville, TX 78660, USA",d2a597baa38ecb7a2ffdfa34091abb04fbcec421,Taco Bell,1.0,3.4,78660
"1712 Farm to Market 685, Pflugerville, TX 78660, USA",85fc7d03720ddea964bdb6767e7249eb06fead85,Taco Bell,1.0,3.6,78660
"200 E Pecan St # 9, Pflugerville, TX 78660, USA",16cea75f44bf32cbf4066d8bd1522dcb8dcb4099,El Rincon,2.0,3.9,78660
"1615 Grand Ave Pkwy #208, Pflugerville, TX 78660, USA",35d920871e4c0837f12590660237653040207b48,Chucho's Mexican Restaurant,2.0,4.0,78660
"20205 SM 685 #1-C, Pflugerville, TX 78660, USA",e8b5e1ec75af0ebfe6a31640ca0ac1baeb5b7352,El Taquito,2.0,3.9,78660
"15200 FM 1825, Pflugerville, TX 78660, USA",616ca513bd6049c13b1a3c7a683d8dccc264075a,Mexico Tipico,,4.0,78660
"15821 Central Commerce Dr, Pflugerville, TX 78660, USA",cfdc79ae1f11988cc7d8eab7483d884e928ecaea,Rio Grande,2.0,4.2,78660
"15002 FM1825, Pflugerville, TX 78660, USA",46933d7b29de92b72300f8464d60cc07885290b5,Taco Cabana,1.0,3.4,78660
"15608 Spring Hill Ln, Pflugerville, TX 78660, USA",6ff7d7e51de35caf862cc554344f68c3c0012892,Alfredo's,,4.0,78660
"1700 Grand Ave Pkwy, 180, Pflugerville, TX 78660, United States",87ba92ebea5e7ff3625efc92ddc24798425623b2,El Maguey Tex-Mex Restaurant,,4.0,78660
"15803 Windermere Dr #601, Pflugerville, TX 78660, USA",219ce9166d67c5583441ca8d29bb2e1f00c09619,Casa Garcia's,1.0,4.2,78660
"18900 Limestone Commercial Dr #100, Pflugerville, TX 78660, USA",d5c64ab50d44ca6e21cd7b8c54566fe49b447ad4,"Morelia Mexican Grill, Pflugerville",,3.1,78660
"1775 A.W. Grimes Blvd, Round Rock, TX 78664, USA",5094224447c4051c55e364c0fd9fecdb390003d0,Taco Bell,1.0,3.6,78664
"13900 Immanuel Rd, Pflugerville, TX 78660, USA",07817735036ae9c6ae2506ba01d8c27d9db86718,Taqueria Buenavista,,1.0,78660
"2150 E Palm Valley Blvd Ste 100, Round Rock, TX 78665, USA",9d831d14b0ae72eaad2b06331e81d89d47c7854d,Torchy's Tacos,,4.5,78665
"2110 N Interstate 35 Frontage Rd, Round Rock, TX 78681, USA",638c412aaad8379c67685d693db31c9f72800be3,Taco Cabana,1.0,2.8,78681
"2424 Farm to Market 685, Pflugerville, TX 78660, USA",bdd9d1f4d2b3c791baf0d685bbda8c8f1ac08ce2,Chipotle Mexican Grill,1.0,4.3,78660
"4400 E Palm Valley Blvd, Round Rock, TX 78664, USA",dfb61f5676cf726bbd9f199bd314ebf315d59a8f,Taco Cabana,1.0,3.4,78664
"1100 Grand Ave Pkwy #108, Pflugerville, TX 78660, USA",5a6fc3a99c0960556bb98f66f23a0113fc6aeedc,Amigo's BBQ & Grill,,4.2,78660
"2505 W Pecan St, Pflugerville, TX 78660, USA",8b4aa07f123471e369b6eeb4b4374c315ddc26ff,Springhill Restaurant,2.0,4.2,78660
"105 E Old Settlers Blvd #101, Round Rock, TX 78664, USA",69a84c8ea992c2bf78abb759e086754f15c9e2ca,Tio Dan Café Puffy Tacos N Fish,1.0,4.0,78664
"301 W Palm Valley Blvd, Round Rock, TX 78664, USA",efbd7ed58bf01d8f0607679f081b0aa0b65e56fa,Taco More - Round Rock,,4.4,78664
"201 University Oaks Blvd #1290, Round Rock, TX 78665, USA",75e5d45f2e1a7932672b38b95f86b029bc3d7fba,Taco Shack (Round Rock),1.0,3.6,78665
"1701 S Mays St, Round Rock, TX 78664, USA",5455597ecbd163f0f6f55512abbc9fdb033886f8,Juarez Restaurant & Bakery,2.0,4.3,78664
"1108 N Interstate 35 Frontage Rd, Round Rock, TX 78681, USA",905962ebd87091f613db9ff1f31730e13c1b11a5,Taco Bell,1.0,3.1,78681
"2010 E Palm Valley Blvd, Round Rock, TX 78664, USA",7ecb2c2bdfd13bdf4a5a3f23337cdeaaae1fd92a,Taco Bell,1.0,3.4,78664
"4301 Sunrise Rd, Round Rock, TX 78665, USA",f45ebb2df096477a95b3dc54fc6825b118d7f980,Taco Bell,1.0,3.8,78665
"311 University Blvd Suite 500, Round Rock, TX 78665, USA",db9fe0c8bc1f4b079f737cf5dfe36f1164e4217a,Fuzzy's Taco Shop,,4.0,78665
"2711 La Frontera Blvd #320, Round Rock, TX 78681, USA",15c183002a907fa7f511c033ddcaf052bf7be46d,Veracruz All Natural,1.0,4.6,78681
"1205 Round Rock Ave, Round Rock, TX 78681, USA",23bfa399677d10c6973f4af7c33bad488b60ce92,Taquerias Arandinas,,4.4,78681
"3250 E Palm Valley Blvd, Round Rock, TX 78665, USA",e99c83e1247db52db9606a83058ef4e48d916414,Taco N Mama,,4.0,78665
"1901 N Interstate 35 Frontage Rd, Round Rock, TX 78664, USA",2b4cdc8e1ab3e36e273089c84ce195e34544054f,Casa Garcias,1.0,4.2,78664
"4257 Gattis School Rd, Round Rock, TX 78664, USA",e0e7aaaf28e4a9365bc81128fefe89fa2d6db71b,"R GEE TEXAS - Tacos , Burgers & More",,4.8,78664
"3107 S Interstate 35, Round Rock, TX 78664, USA",9671cf8d9857abf1862c835f41ac7eec9c3007a2,Tortuga Flats,,3.8,78664
"407 Round Rock Ave, Round Rock, TX 78664, USA",96f9d9be31596bb6710cd2b8e411e6d4f6a8874e,Tio Dan Puffy Tacos,,,78664
"2711 S Interstate 35, Round Rock, TX 78664, USA",3814726798a6c56e5142fd4aa30dd44a083ab296,Chili's Grill & Bar,1.0,3.8,78664
"1700 E Palm Valley Blvd, Round Rock, TX 78664, USA",fe16ca558e4c2210bff45b0f485c887d93ec2c07,MasFajitas Mexican Restaurant of Round Rock,,4.1,78664
"2320 N Interstate Hwy 35, Round Rock, TX 78681, USA",fb7bce86a1fe7d76597545bb9f1cf107280bf842,Chuy's,2.0,4.4,78681
"1151 University Blvd, Round Rock, TX 78665, USA",eeba4a04475d16996152b2fb8d0f39945a6d3d0d,Tequila Bar & Grill - Mexican Food Restaurant Round Rock,1.0,4.0,78665
"130 Louis Henna Blvd, Round Rock, TX 78664, USA",1861ac367242f676ac1281862718d849ae4b3b33,El Taquito,2.0,3.7,78664
"2111 E Palm Valley Blvd, Round Rock, TX 78664, USA",781845d713174cf9d6c6e73826c2c745ce91ccec,Rosa's Cafe & Tortilla Factory,,4.0,78664
"1401 N Interstate 35 Frontage Rd #105, Round Rock, TX 78664, USA",48e77ca3b4cc9248e9b1bc6510f6c0ddcf3e332a,Del Sol Taqueria,,4.0,78664
"425 Round Rock W Dr #105, Round Rock, TX 78681, USA",6e530dd873103b75a431ba2253a89becb8233db8,Tacala Austin Corp. - Franchisee of Taco Bell,,1.0,78681
"1711 N Mays St, Round Rock, TX 78664, USA",6bdea544197081d9b332fb923d76b3923590f92e,El Rinconcito,,4.6,78664
"2132 N Mays St # 880, Round Rock, TX 78664, USA",e010ec7fc98805998f6d26a9f38cfd4784c37e66,Taqueria La Tapatia,,3.8,78664
"5430 US-79, Round Rock, TX 78665, USA",63b263245d494b7ba10778dd39f83c3f29bd454b,Taqueria Jaguar's,,5.0,78665
"1530 N Interstate 35 Frontage Rd, Round Rock, TX 78681, USA",b772e9cc67f0655bb28e1de7eb66a3310e86eddb,La Margarita,2.0,4.1,78681
"712 Round Rock Ave # B, Round Rock, TX 78681, USA",e95491158f8f86368cbc3a1907e3121d85472766,Taqueria Chapala,,4.2,78681
"2051 Gattis School Rd #120, Round Rock, TX 78664, USA",db57d073005811723adc03d326b5fada73c74664,Cafe Java,1.0,4.6,78664
"1400 E Old Settlers Blvd #110, Round Rock, TX 78664, USA",6c3524586c4b7d3ddbc7fe32910b554657d92386,Greenhouse Craft Food,2.0,4.5,78664
"201 University Oaks Blvd, Round Rock, TX 78665, USA",bb72ca3c2a9d67705b89a76bdad328fadf7b3c1b,Chipotle Mexican Grill,1.0,4.4,78665
"150 Sundance Pkwy, Round Rock, TX 78681, USA",46c0c50b5e1e9e25c462aaeb165bd1a875210483,Chipotle Mexican Grill,1.0,3.9,78681
"1207 E Palm Valley Blvd, Round Rock, TX 78664, USA",76318750b25ed8f8598a73e5312ed1d3264b2b6c,Little Red Wagon Hamburgers,1.0,4.1,78664
"110 S Harris St, Round Rock, TX 78664, USA",ef3f6c143c33bd5282e455c9a537d924372edf5f,URBAN eat.drink,,4.2,78664
"2500 Hoppe Trail, Round Rock, TX 78681, USA",4e7021cf117bed72412197cf2fc2b8c78d1b64cc,Jack Allen's Kitchen Round Rock,2.0,4.6,78681
"12525 N Mopac Expy, Austin, TX 78727, USA",a6036add04852490463c6b0686b290d0ecc59176,Taco Cabana,1.0,3.2,78727
"3501 Wells Branch Pkwy, Austin, TX 78728, USA",99db8092289289cc4835ed2cb15d9d58f3bbed2a,Taco Bell,1.0,3.4,78728
"4401 N Interstate 35 Frontage Rd, Round Rock, TX • 78664, USA",8d88ce043b0fbd0fe0cdf8156b015dbe3f62c2fb,Chili's,1.0,3.8,
"500 E 4th St, Austin, TX 78701, USA",ecc22bc448a419d258eb4c9cec84fa8007aea959,Austin Taco Project,2.0,3.9,78701
"96 Rainey St, Austin, TX 78701, USA",861424e9edd87981f09b7f86c9f80b110f699882,Taco Baby,,4.5,78701
"75 Rainey St, Austin, TX 78701, USA",46ac24b89afb07fc1d3357f5b7888131a07de82f,Art of Tacos,,4.1,78701
"2807 San Jacinto Blvd, Austin, TX 78712, USA",638a3aa9b1a59631dcf58b4d9e10e4a0b3e0d1ce,Taco Joint,,4.6,78712
"2611 Manor Rd, Austin, TX 78722, USA",0b698b6525c95ac610851d0ffe0c926a09f27ea5,Taco Mex,1.0,4.4,78722
"2000 Guadalupe St, Austin, TX 78705, USA",0dd72d30a9bddbd4229928f7a2002b1c4b0f3261,Taco Bell,1.0,3.8,78705
"1207 E 11th St, Austin, TX 78702, USA",9ec260fd320a658c9bd91dda5c631af430bef51a,Juana Taco,,3.8,78702
"502 Brushy St, Austin, TX 78702, USA",5f2dbea51f0a57669a16134f515d2db53ff1882c,Pueblo Viejo,2.0,4.7,78702
"600 W Martin Luther King Jr Blvd, Austin, TX 78705, USA",3e881ac5c57adee809000a687b9e7454ab1c0a71,Kesos Taco House,,4.3,78705
"1210 E Cesar Chavez St, Austin, TX 78702, USA",35042a8c29122389ed96992904e057d4e83fccf3,Las Trancas Taco Stand,,4.7,78702
"500 Comal St, Austin, TX 78702, USA",7953007e9fc39f997bfeba2e761eeae8e755a001,Bomb Tacos,,3.2,78702
"2201 Manor Rd, Austin, TX 78722, USA",7d10111b984312df90d9d490313855bfbca6c7de,Mi Madre's Restaurant,2.0,4.2,78722
"2201 Speedway, Austin, TX 78712, USA",5d31993cec674267aea91ea51c2836d374289f62,Taco Cabana,1.0,2.9,78712
"2323 S Lamar Blvd, Austin, TX 78704, USA",eb68f544f3e903406d56a6269b1dd6b7dd3641a1,Capital TACO,,4.3,78704
"2825 Guadalupe St, Austin, TX 78705, USA",70a41d3993cc8f6cc0f2b0e747035ebd965c1a46,Taco Shack,1.0,4.0,78705
"507 Pressler St, Austin, TX 78703, USA",a522576d0abce0195adecb5413b16fd246f8c4c1,TNT Tacos and Tequila,,4.0,78703
"4905 Airport Blvd, Austin, TX 78751, USA",6ef664636711115acd09b7db2e78346b65d02fbd,Tyson's Tacos,,4.5,78751
"5242 N Lamar Blvd, Austin, TX 78751, USA",443f7b9cff46eaaf489c57e6646bc0e6fb6c5327,Taco Cabana,1.0,3.7,78751
"1704 E Cesar Chavez St, Austin, TX 78702, USA",38a35377555768adf392e30e780c19cf3a919d82,Veracruz All Natural Food Truck,1.0,4.6,78702
